x,-90 V,-80 V,-70 V,-60 V,-50 V,-40 V,-30 V
-95.277,-0.000195569,-0.000098181,-0.000051742,-0.000027814,-0.000013591,-0.000006966,-0.000001064
-95.493,-0.000195641,-0.000098236,-0.000051765,-0.000027826,-0.000013597,-0.000006965,-0.000001067
-95.71,-0.000195712,-0.000098291,-0.000051787,-0.000027838,-0.000013603,-0.000006964,-0.000001071
-95.926,-0.00019578,-0.000098346,-0.00005181,-0.00002785,-0.000013609,-0.000006962,-0.000001075
-96.143,-0.000195847,-0.000098401,-0.000051832,-0.000027861,-0.000013615,-0.000006961,-0.000001079
-96.359,-0.000195912,-0.000098456,-0.000051855,-0.000027873,-0.000013621,-0.00000696,-0.000001082
-96.576,-0.000195976,-0.000098511,-0.000051877,-0.000027885,-0.000013627,-0.000006959,-0.000001086
-96.792,-0.000196038,-0.000098566,-0.0000519,-0.000027897,-0.000013633,-0.000006957,-0.00000109
-97.009,-0.000196099,-0.000098621,-0.000051922,-0.000027909,-0.000013639,-0.000006956,-0.000001094
-97.225,-0.000196158,-0.000098676,-0.000051944,-0.000027921,-0.000013645,-0.000006955,-0.000001098
-97.442,-0.000196216,-0.000098731,-0.000051967,-0.000027933,-0.000013651,-0.000006953,-0.000001101
-97.658,-0.000196272,-0.000098785,-0.000051989,-0.000027945,-0.000013656,-0.000006952,-0.000001105
-97.875,-0.000196327,-0.00009884,-0.000052011,-0.000027957,-0.000013662,-0.000006951,-0.000001109
-98.091,-0.000196381,-0.000098895,-0.000052033,-0.000027969,-0.000013668,-0.000006949,-0.000001113
-98.308,-0.000196434,-0.00009895,-0.000052055,-0.000027981,-0.000013674,-0.000006948,-0.000001116
-98.524,-0.000196486,-0.000099004,-0.000052077,-0.000027993,-0.00001368,-0.000006947,-0.00000112
-98.741,-0.000196537,-0.000099059,-0.000052099,-0.000028005,-0.000013686,-0.000006946,-0.000001124
-98.957,-0.000196586,-0.000099114,-0.000052121,-0.000028017,-0.000013692,-0.000006944,-0.000001128
-99.174,-0.000196635,-0.000099168,-0.000052142,-0.000028029,-0.000013698,-0.000006943,-0.000001131
-99.39,-0.000196683,-0.000099223,-0.000052164,-0.000028041,-0.000013704,-0.000006942,-0.000001135
-99.607,-0.00019673,-0.000099278,-0.000052186,-0.000028052,-0.00001371,-0.00000694,-0.000001139
-99.823,-0.000196776,-0.000099332,-0.000052208,-0.000028064,-0.000013716,-0.000006939,-0.000001143
-100.04,-0.000196822,-0.000099387,-0.000052229,-0.000028076,-0.000013722,-0.000006938,-0.000001147
-100.256,-0.000196867,-0.000099442,-0.000052251,-0.000028088,-0.000013728,-0.000006936,-0.00000115
-100.473,-0.000196911,-0.000099496,-0.000052272,-0.0000281,-0.000013734,-0.000006935,-0.000001154
-100.689,-0.000196955,-0.000099551,-0.000052294,-0.000028112,-0.00001374,-0.000006934,-0.000001158
-100.906,-0.000196998,-0.000099605,-0.000052315,-0.000028124,-0.000013746,-0.000006932,-0.000001162
-101.122,-0.000197041,-0.00009966,-0.000052336,-0.000028136,-0.000013752,-0.000006931,-0.000001165
-101.339,-0.000197084,-0.000099714,-0.000052358,-0.000028148,-0.000013758,-0.00000693,-0.000001169
-101.555,-0.000197126,-0.000099769,-0.000052379,-0.000028159,-0.000013764,-0.000006928,-0.000001173
-101.772,-0.000197168,-0.000099823,-0.0000524,-0.000028171,-0.00001377,-0.000006927,-0.000001177
-101.988,-0.000197209,-0.000099878,-0.000052421,-0.000028183,-0.000013775,-0.000006926,-0.00000118
-102.205,-0.000197251,-0.000099933,-0.000052442,-0.000028195,-0.000013781,-0.000006925,-0.000001184
-102.421,-0.000197293,-0.000099987,-0.000052463,-0.000028207,-0.000013787,-0.000006923,-0.000001188
-102.638,-0.000197334,-0.000100042,-0.000052484,-0.000028219,-0.000013793,-0.000006922,-0.000001192
-102.854,-0.000197376,-0.000100096,-0.000052505,-0.000028231,-0.000013799,-0.000006921,-0.000001196
-103.071,-0.000197418,-0.000100151,-0.000052526,-0.000028243,-0.000013805,-0.000006919,-0.000001199
-103.287,-0.00019746,-0.000100205,-0.000052546,-0.000028255,-0.000013811,-0.000006918,-0.000001203
-103.504,-0.000197502,-0.00010026,-0.000052567,-0.000028266,-0.000013817,-0.000006917,-0.000001207
-103.72,-0.000197545,-0.000100314,-0.000052274,-0.000028278,-0.000013823,-0.000006915,-0.000001211
-103.937,-0.000197587,-0.000100369,-0.000052072,-0.00002829,-0.000013829,-0.000006914,-0.000001214
