Len,Osc,Die,Vg,Vd,Id
13,30,100,11.4,-10,1.28E-13
13,30,100,11.6,-10,1.28E-13
13,30,100,11.8,-10,1.28E-13
13,30,100,12,-10,1.28E-13
13,30,100,12.2,-10,1.29E-13
13,30,100,12.4,-10,1.29E-13
13,30,100,12.6,-10,1.29E-13
13,30,100,12.8,-10,1.29E-13
13,30,100,13,-10,1.29E-13
13,30,100,13.2,-10,1.29E-13
13,30,100,13.4,-10,1.29E-13
13,30,100,13.6,-10,1.29E-13
13,30,100,13.8,-10,1.29E-13
13,30,100,14,-10,1.29E-13
13,30,100,14.2,-10,1.29E-13
13,30,100,14.4,-10,1.29E-13
13,30,100,14.6,-10,1.29E-13
13,30,100,14.8,-10,1.29E-13
13,30,100,15,-10,1.29E-13
13,30,100,15.2,-10,1.29E-13
13,30,100,15.4,-10,1.29E-13
13,30,100,15.6,-10,1.29E-13
13,30,100,15.8,-10,1.29E-13
13,30,100,16,-10,1.30E-13
13,30,100,16.2,-10,1.30E-13
13,30,100,16.4,-10,1.30E-13
13,30,100,16.6,-10,1.30E-13
13,30,100,16.8,-10,1.30E-13
13,30,100,17,-10,1.30E-13
13,30,100,17.2,-10,1.30E-13
13,30,100,17.4,-10,1.30E-13
13,30,100,17.6,-10,1.30E-13
13,30,100,17.8,-10,1.30E-13
13,30,100,18,-10,1.30E-13
13,30,100,18.2,-10,1.30E-13
13,30,100,18.4,-10,1.30E-13
13,30,100,18.6,-10,1.30E-13
13,30,100,18.8,-10,1.30E-13
13,30,100,19,-10,1.30E-13
13,30,100,19.2,-10,1.30E-13
13,30,100,19.4,-10,1.30E-13
13,30,100,19.6,-10,1.30E-13
13,30,100,19.8,-10,1.30E-13
13,30,100,20,-10,1.31E-13
13,30,100,-40,-15,0.000000831
13,30,100,-39.8,-15,0.000000827
13,30,100,-39.6,-15,0.000000822
13,30,100,-39.4,-15,0.000000817
13,30,100,-39.2,-15,0.000000813
13,30,100,-39,-15,0.000000808
13,30,100,-38.8,-15,0.000000804
13,30,100,-38.6,-15,0.000000799
13,30,100,-38.4,-15,0.000000794
13,30,100,-38.2,-15,0.00000079
13,30,100,-38,-15,0.000000785
13,30,100,-37.8,-15,0.000000781
13,30,100,-37.6,-15,0.000000776
13,30,100,-37.4,-15,0.000000771
13,30,100,-37.2,-15,0.000000767
13,30,100,-37,-15,0.000000762
13,30,100,-36.8,-15,0.000000757
13,30,100,-36.6,-15,0.000000753
13,30,100,-36.4,-15,0.000000748
13,30,100,-36.2,-15,0.000000743
13,30,100,-36,-15,0.000000739
13,30,100,-35.8,-15,0.000000734
13,30,100,-35.6,-15,0.00000073
13,30,100,-35.4,-15,0.000000725
13,30,100,-35.2,-15,0.00000072
13,30,100,-35,-15,0.000000716
13,30,100,-34.8,-15,0.000000711
13,30,100,-34.6,-15,0.000000706
13,30,100,-34.4,-15,0.000000702
13,30,100,-34.2,-15,0.000000697
13,30,100,-34,-15,0.000000692
13,30,100,-33.8,-15,0.000000688
13,30,100,-33.6,-15,0.000000683
13,30,100,-33.4,-15,0.000000679
13,30,100,-33.2,-15,0.000000674
13,30,100,-33,-15,0.000000669
13,30,100,-32.8,-15,0.000000665
13,30,100,-32.6,-15,0.00000066
13,30,100,-32.4,-15,0.000000655
13,30,100,-32.2,-15,0.000000651
13,30,100,-32,-15,0.000000646
13,30,100,-31.8,-15,0.000000641
13,30,100,-31.6,-15,0.000000637
13,30,100,-31.4,-15,0.000000632
13,30,100,-31.2,-15,0.000000627
13,30,100,-31,-15,0.000000623
13,30,100,-30.8,-15,0.000000618
13,30,100,-30.6,-15,0.000000613
13,30,100,-30.4,-15,0.000000609
13,30,100,-30.2,-15,0.000000604
13,30,100,-30,-15,0.000000599
13,30,100,-29.8,-15,0.000000595
13,30,100,-29.6,-15,0.00000059
13,30,100,-29.4,-15,0.000000585
13,30,100,-29.2,-15,0.000000581
13,30,100,-29,-15,0.000000576
